ID,TREAT,TREAT_LABEL,POSITION,TENURE,FAMILIARITY,INDUSTRY,EMP_SIZE,REVENUE,EXPORT_PCT,OWNERSHIP,SUPPLY_POS,ESG_REP,ISO14001,ENV_INSP,ENV_PEN,EPR_REP,AWR1,AWR2,AWR3,AWR4,AWR5,AWR_MEAN,EO1,EO2,EO3,EO4,EO5,EO_MEAN,CC1,CC2,CC3,CC4,CC5,CC_MEAN,RC1,RC2,RC3,RC4,RC5,RC_MEAN,RP1,RP2,RP3,RP4,RP_MEAN,REP1,REP2,REP3,REP4,REP_MEAN,MP1,MP2,MP3,MP4,MP_MEAN,MC1,MC2,MC3,BAE_MKT,BAE_PROD,BAE_OPS,BAE_TRAIN,BAE_EPR,CI1,CI2,CI3,CI4,CI5,CI_MEAN,PP1,PP2,PP3,PP4,PP_MEAN,T_REGULATORY,T_REPUTATIONAL,T_MARKET,CI_ZSCORED
69,2,Reputational,3,9,5,3,3,3,9,1,1,0,0,0,0,1,3,3,4,4,4,3.6,4,3,4,4,5,4.0,4,3,3,3,4,3.4,4,4,5,5,5,4.6,4,5,5,5,4.75,4,4,4,3,3.75,5,6,7,6,6.0,3,5,4,24.0,26.0,30.0,5.0,15.0,5,6,5,5,5,5.2,4,4,4,4,4.0,0,1,0,0.5211
70,0,Control,7,6,4,2,4,3,50,5,1,0,0,0,1,1,7,7,6,6,6,6.4,3,3,5,4,3,3.6,5,3,4,4,4,4.0,2,3,3,2,3,2.6,4,5,5,5,4.75,3,4,3,3,3.25,3,4,4,3,3.5,5,4,3,29.0,24.0,25.0,11.0,11.0,3,4,3,3,4,3.4,5,5,5,4,4.75,0,0,0,-1.2944
71,1,Regulatory,4,9,2,1,2,3,5,1,4,1,0,0,0,1,3,4,3,3,2,3.0,5,4,5,5,5,4.8,4,4,3,2,3,3.2,4,3,5,4,4,4.0,2,3,3,3,2.75,5,5,4,5,4.75,4,3,4,3,3.5,6,3,4,20.0,23.0,29.0,9.0,19.0,6,4,6,5,5,5.2,6,5,5,5,5.25,1,0,0,0.5211
72,1,Regulatory,1,7,4,6,3,2,43,1,2,0,1,0,0,1,4,3,3,3,3,3.2,5,5,6,6,4,5.2,4,3,3,3,4,3.4,3,4,4,4,5,4.0,4,3,3,4,3.5,4,4,4,4,4.0,2,3,2,2,2.25,6,5,3,25.0,22.0,20.0,9.0,24.0,7,6,6,5,7,6.2,4,3,4,5,4.0,1,0,0,1.5298
73,3,Market,5,5,4,1,2,4,51,1,3,0,0,1,0,1,3,3,3,3,3,3.0,4,4,4,4,4,4.0,3,3,2,3,2,2.6,5,5,5,5,5,5.0,4,3,4,4,3.75,3,3,2,3,2.75,2,3,3,3,2.75,5,5,6,25.0,23.0,19.0,14.0,19.0,6,5,5,5,4,5.0,6,5,6,6,5.75,0,0,1,0.3194
74,1,Regulatory,7,4,5,6,1,4,36,1,4,0,1,0,0,0,6,6,7,6,6,6.2,6,5,6,5,5,5.4,3,4,3,4,4,3.6,5,5,6,4,5,5.0,3,4,4,4,3.75,3,5,5,5,4.5,5,4,5,4,4.5,5,4,4,26.0,26.0,21.0,6.0,21.0,6,5,5,5,5,5.2,4,4,3,4,3.75,1,0,0,0.5211
75,1,Regulatory,5,13,3,1,2,3,21,3,5,0,0,0,0,0,3,3,3,3,3,3.0,2,3,2,3,1,2.2,3,4,4,5,5,4.2,5,5,6,4,5,5.0,5,5,5,4,4.75,2,3,2,2,2.25,6,5,7,6,6.0,6,6,5,22.0,18.0,33.0,4.0,23.0,4,5,5,5,5,4.8,4,3,3,4,3.5,1,0,0,0.1177
76,1,Regulatory,1,3,5,6,4,2,24,2,3,0,0,1,0,1,3,3,4,4,3,3.4,5,5,5,6,5,5.2,4,4,4,4,3,3.8,4,5,5,5,4,4.6,4,4,5,4,4.25,5,5,5,4,4.75,4,4,3,5,4.0,5,4,3,17.0,24.0,24.0,11.0,24.0,5,5,5,5,5,5.0,4,4,3,4,3.75,1,0,0,0.3194
77,2,Reputational,1,12,5,6,5,5,58,1,3,0,1,1,0,1,7,7,7,7,7,7.0,4,5,4,4,5,4.4,3,3,3,3,3,3.0,4,4,4,5,4,4.2,5,6,6,6,5.75,2,2,2,2,2.0,3,3,2,2,2.5,5,6,3,25.0,24.0,29.0,8.0,14.0,6,6,6,6,7,6.2,4,5,5,5,4.75,0,1,0,1.5298
78,3,Market,4,3,5,6,4,3,23,1,2,1,0,0,0,0,3,4,3,3,3,3.2,5,5,4,4,5,4.6,2,1,2,2,2,1.8,4,4,4,4,4,4.0,4,4,5,4,4.25,6,5,5,6,5.5,4,5,4,4,4.25,4,5,4,23.0,20.0,23.0,9.0,25.0,5,6,5,5,5,5.2,6,6,5,6,5.75,0,0,1,0.5211
79,0,Control,3,6,5,5,4,2,56,1,3,0,1,0,1,1,4,5,4,4,4,4.2,4,2,4,4,3,3.4,5,5,4,5,5,4.8,4,4,3,4,3,3.6,6,5,5,5,5.25,5,5,5,6,5.25,4,3,3,3,3.25,5,4,4,27.0,22.0,29.0,8.0,14.0,4,4,5,5,4,4.4,4,4,5,5,4.5,0,0,0,-0.2858
80,0,Control,3,9,5,1,3,2,25,4,4,0,1,0,0,1,6,6,6,5,5,5.6,5,5,5,4,5,4.8,3,4,4,3,3,3.4,6,6,5,7,5,5.8,4,4,4,4,4.0,4,4,5,4,4.25,4,5,5,4,4.5,5,5,4,27.0,20.0,33.0,7.0,13.0,4,4,4,4,4,4.0,3,4,4,5,4.0,0,0,0,-0.6892
81,3,Market,1,3,2,6,2,2,24,2,6,0,0,1,0,1,7,6,7,6,7,6.6,4,2,3,3,3,3.0,5,5,4,5,4,4.6,3,4,4,4,4,3.8,6,6,7,6,6.25,3,4,3,3,3.25,5,5,4,5,4.75,4,4,4,22.0,32.0,22.0,8.0,16.0,5,6,6,6,6,5.8,4,6,5,4,4.75,0,0,1,1.1263
82,2,Reputational,5,17,5,5,3,5,13,4,4,1,0,1,0,0,4,4,5,5,4,4.4,4,3,4,4,3,3.6,2,2,1,1,2,1.6,5,4,5,4,5,4.6,4,5,4,4,4.25,4,5,4,4,4.25,3,3,3,4,3.25,6,6,6,18.0,23.0,26.0,9.0,24.0,3,3,3,3,3,3.0,4,5,5,4,4.5,0,1,0,-1.6979
83,3,Market,1,7,3,1,4,1,36,1,3,1,0,1,0,0,6,6,6,5,5,5.6,4,4,5,5,5,4.6,3,2,4,4,3,3.2,6,6,6,6,7,6.2,5,5,6,5,5.25,5,6,5,5,5.25,3,3,2,2,2.5,5,4,6,33.0,24.0,18.0,8.0,17.0,3,3,2,3,4,3.0,4,4,4,5,4.25,0,0,1,-1.6979
84,2,Reputational,1,17,4,3,4,1,21,4,2,1,1,0,0,1,5,6,5,5,5,5.2,3,4,3,4,2,3.2,4,3,4,4,2,3.4,5,5,5,5,5,5.0,4,5,5,4,4.5,5,5,5,5,5.0,4,5,4,4,4.25,6,5,5,25.0,22.0,26.0,9.0,18.0,6,6,5,6,6,5.8,4,5,4,5,4.5,0,1,0,1.1263
85,3,Market,7,3,6,6,2,2,43,6,2,0,0,0,0,1,5,5,5,5,5,5.0,4,4,5,3,3,3.8,4,3,3,2,2,2.8,5,4,4,3,5,4.2,4,5,5,4,4.5,5,5,4,5,4.75,5,5,4,5,4.75,4,5,5,33.0,20.0,21.0,8.0,18.0,6,6,5,6,6,5.8,3,4,5,3,3.75,0,0,1,1.1263
86,0,Control,5,5,6,2,5,3,39,4,3,1,1,0,1,1,5,5,4,6,5,5.0,6,6,6,5,6,5.8,5,6,5,6,6,5.6,5,4,5,4,3,4.2,5,4,4,5,4.5,3,4,4,4,3.75,5,4,5,4,4.5,4,7,3,24.0,25.0,21.0,13.0,17.0,4,3,3,3,4,3.4,4,6,5,3,4.5,0,0,0,-1.2944
87,2,Reputational,7,5,5,1,5,3,8,5,4,0,1,0,0,0,4,4,3,3,3,3.4,4,4,3,4,2,3.4,2,2,2,2,2,2.0,4,5,4,5,5,4.6,3,3,2,3,2.75,3,3,3,4,3.25,3,3,3,3,3.0,6,6,4,19.0,25.0,19.0,11.0,26.0,3,3,3,4,4,3.4,5,6,5,6,5.5,0,1,0,-1.2944
88,0,Control,3,17,5,2,4,4,51,1,1,1,0,0,0,1,2,2,1,2,3,2.0,5,4,3,4,5,4.2,5,4,4,4,5,4.4,6,6,7,7,7,6.6,4,4,4,3,3.75,3,3,3,3,3.0,6,5,5,4,5.0,4,4,3,19.0,29.0,35.0,10.0,7.0,4,4,3,3,3,3.4,4,4,3,3,3.5,0,0,0,-1.2944
89,0,Control,1,3,5,3,4,4,33,2,2,1,1,0,0,0,7,7,7,7,7,7.0,2,2,3,2,4,2.6,4,5,3,5,5,4.4,5,5,5,6,5,5.2,4,5,5,5,4.75,3,3,2,3,2.75,6,6,6,6,6.0,4,5,4,30.0,24.0,27.0,11.0,8.0,6,5,6,5,4,5.2,3,4,4,4,3.75,0,0,0,0.5211
90,0,Control,6,7,3,6,3,3,28,1,2,1,0,0,0,1,3,4,3,3,3,3.2,3,2,4,2,3,2.8,3,2,2,2,3,2.4,4,5,5,5,6,5.0,5,5,5,5,5.0,2,1,4,2,2.25,3,2,4,3,3.0,5,5,5,26.0,25.0,24.0,10.0,15.0,3,4,3,4,4,3.6,3,3,3,4,3.25,0,0,0,-1.0927
91,2,Reputational,3,7,5,2,2,2,29,1,2,0,0,1,0,1,3,4,3,4,2,3.2,5,4,4,6,5,4.8,1,1,1,1,2,1.2,5,5,4,4,5,4.6,5,4,4,4,4.25,3,3,3,3,3.0,4,3,4,4,3.75,4,5,3,23.0,27.0,17.0,13.0,20.0,4,4,5,6,5,4.8,5,5,5,3,4.5,0,1,0,0.1177
92,0,Control,5,4,3,1,3,3,9,4,3,0,0,0,0,1,3,4,4,3,4,3.6,6,6,6,6,6,6.0,2,3,2,2,2,2.2,4,5,5,5,5,4.8,5,6,6,6,5.75,3,4,4,4,3.75,5,3,5,5,4.5,5,4,5,33.0,21.0,21.0,11.0,14.0,5,5,6,4,5,5.0,3,3,4,4,3.5,0,0,0,0.3194
93,2,Reputational,4,4,5,3,4,5,37,1,4,0,1,1,0,0,5,5,6,5,5,5.2,4,5,4,4,4,4.2,1,1,1,1,1,1.0,7,6,7,7,7,6.8,6,6,5,5,5.5,2,3,2,2,2.25,4,3,4,4,3.75,7,4,4,22.0,25.0,30.0,7.0,16.0,6,6,6,4,7,5.8,4,5,4,5,4.5,0,1,0,1.1263
94,3,Market,3,3,4,7,5,2,16,2,5,0,1,1,1,0,2,2,3,3,2,2.4,4,4,3,4,4,3.8,5,3,4,4,3,3.8,3,3,4,3,4,3.4,6,5,5,5,5.25,5,5,5,5,5.0,3,3,3,3,3.0,6,4,5,21.0,28.0,24.0,8.0,19.0,4,6,5,4,5,4.8,3,5,4,4,4.0,0,0,1,0.1177
95,2,Reputational,1,4,4,4,2,2,39,4,6,0,0,1,0,1,5,4,4,5,5,4.6,3,4,4,4,3,3.6,1,2,2,1,1,1.4,6,5,5,5,6,5.4,5,5,4,5,4.75,5,5,6,5,5.25,5,5,5,5,5.0,3,5,3,21.0,28.0,24.0,8.0,19.0,4,3,3,3,4,3.4,5,5,5,5,5.0,0,1,0,-1.2944
96,2,Reputational,4,20,6,6,3,3,16,5,3,0,1,0,1,0,5,5,5,5,5,5.0,4,4,4,5,4,4.2,4,4,4,4,3,3.8,4,4,4,4,5,4.2,4,4,3,4,3.75,3,4,3,4,3.5,4,4,3,3,3.5,3,7,5,23.0,26.0,20.0,10.0,21.0,5,3,4,5,5,4.4,4,4,4,4,4.0,0,1,0,-0.2858
97,1,Regulatory,5,9,6,2,4,1,48,1,2,0,1,1,0,1,6,6,7,7,6,6.4,4,4,4,5,4,4.2,4,4,5,4,4,4.2,4,5,6,5,6,5.2,6,6,5,5,5.5,4,4,4,4,4.0,5,5,4,4,4.5,3,5,5,23.0,25.0,18.0,11.0,23.0,5,5,5,5,5,5.0,5,5,5,4,4.75,1,0,0,0.3194
98,2,Reputational,2,11,6,4,3,3,26,4,3,0,1,0,0,1,3,4,3,3,3,3.2,4,4,4,4,3,3.8,3,3,4,4,4,3.6,5,4,5,4,5,4.6,5,5,5,5,5.0,4,4,4,5,4.25,3,3,2,3,2.75,4,5,4,19.0,20.0,30.0,11.0,20.0,6,6,5,5,6,5.6,6,5,6,5,5.5,0,1,0,0.9246
99,3,Market,6,3,6,6,4,3,13,1,4,0,0,1,0,1,4,4,3,4,4,3.8,3,3,4,2,3,3.0,5,5,5,5,4,4.8,4,5,5,4,4,4.4,6,5,5,5,5.25,5,4,4,4,4.25,4,5,5,4,4.5,5,5,5,23.0,25.0,28.0,4.0,20.0,4,4,3,3,3,3.4,5,6,6,5,5.5,0,0,1,-1.2944
100,0,Control,5,8,6,1,6,1,61,4,4,0,1,1,0,1,4,4,4,4,4,4.0,2,4,3,3,3,3.0,5,6,6,5,6,5.6,6,5,5,5,5,5.2,5,7,5,6,5.75,5,6,5,5,5.25,2,2,2,1,1.75,5,4,3,23.0,25.0,24.0,7.0,21.0,5,5,5,5,5,5.0,4,5,5,4,4.5,0,0,0,0.3194
101,3,Market,1,5,6,5,4,4,28,2,4,1,0,0,0,0,4,5,4,4,4,4.2,5,5,5,4,4,4.6,3,3,4,4,4,3.6,4,5,6,6,5,5.2,5,5,5,5,5.0,5,4,5,5,4.75,4,5,4,4,4.25,4,4,5,24.0,18.0,23.0,8.0,27.0,5,4,5,5,5,4.8,5,6,5,5,5.25,0,0,1,0.1177
102,2,Reputational,3,10,2,3,6,3,48,1,3,1,1,0,1,1,4,4,4,4,4,4.0,4,4,4,4,4,4.0,3,2,2,2,3,2.4,3,3,4,4,4,3.6,5,4,5,4,4.5,5,4,4,5,4.5,3,2,3,2,2.5,5,6,6,16.0,23.0,29.0,10.0,22.0,5,5,5,5,6,5.2,4,4,3,4,3.75,0,1,0,0.5211
103,3,Market,5,11,5,6,4,3,50,4,3,0,0,0,0,1,7,6,6,6,6,6.2,3,3,3,5,4,3.6,4,4,4,3,5,4.0,4,4,3,5,4,4.0,6,7,6,6,6.25,6,6,7,6,6.25,3,4,3,3,3.25,4,5,3,25.0,25.0,19.0,6.0,25.0,3,4,4,3,3,3.4,5,5,5,5,5.0,0,0,1,-1.2944
104,1,Regulatory,5,10,5,1,4,2,29,1,2,0,1,1,0,1,5,5,4,4,5,4.6,3,3,1,3,3,2.6,3,3,4,3,3,3.2,3,4,4,4,4,3.8,5,5,5,5,5.0,3,3,2,3,2.75,4,2,2,2,2.5,7,5,5,18.0,30.0,24.0,7.0,21.0,6,6,7,6,5,6.0,6,5,5,6,5.5,1,0,0,1.328
105,2,Reputational,4,6,7,6,3,3,39,4,1,1,0,1,0,0,4,5,4,4,5,4.4,5,5,5,4,5,4.8,2,3,3,2,3,2.6,7,6,7,6,6,6.4,4,5,5,5,4.75,4,6,6,5,5.25,6,6,5,5,5.5,4,5,3,24.0,20.0,37.0,6.0,13.0,5,4,4,5,5,4.6,5,5,5,5,5.0,0,1,0,-0.0841
106,0,Control,5,9,4,3,5,1,31,1,2,1,0,0,0,0,4,5,4,5,4,4.4,5,4,5,5,5,4.8,5,4,4,4,4,4.2,5,6,6,6,4,5.4,5,5,6,5,5.25,4,4,4,4,4.0,2,3,2,3,2.5,4,5,6,28.0,26.0,25.0,7.0,14.0,4,5,4,4,3,4.0,3,3,3,2,2.75,0,0,0,-0.6892
107,2,Reputational,2,4,7,2,4,2,30,4,2,0,0,1,0,1,6,7,6,6,6,6.2,5,5,5,5,5,5.0,4,4,3,4,3,3.6,4,4,4,4,3,3.8,6,5,5,6,5.5,2,1,3,3,2.25,5,5,5,5,5.0,4,4,4,24.0,24.0,17.0,12.0,23.0,5,4,5,3,4,4.2,5,6,4,5,5.0,0,1,0,-0.4875
108,2,Reputational,6,8,5,1,4,5,37,4,2,0,1,1,0,1,5,5,5,4,6,5.0,6,4,5,6,6,5.4,2,2,2,2,2,2.0,4,5,4,5,5,4.6,4,2,3,3,3.0,6,6,6,6,6.0,6,6,6,7,6.25,4,4,3,19.0,24.0,23.0,9.0,25.0,6,6,6,7,6,6.2,5,4,5,4,4.5,0,1,0,1.5298
109,0,Control,1,7,4,6,5,2,11,1,6,0,0,0,0,1,6,6,6,5,6,5.8,3,3,3,2,3,2.8,3,3,1,3,2,2.4,5,4,4,4,4,4.2,5,5,5,5,5.0,3,4,3,4,3.5,3,2,2,3,2.5,4,3,4,29.0,28.0,16.0,10.0,17.0,4,4,5,4,4,4.2,6,6,6,6,6.0,0,0,0,-0.4875
110,3,Market,1,5,4,1,1,4,56,1,2,0,0,1,0,1,5,5,5,4,5,4.8,5,4,4,4,4,4.2,5,5,5,4,4,4.6,6,7,7,6,6,6.4,5,5,5,4,4.75,2,3,2,2,2.25,3,3,3,3,3.0,4,5,5,21.0,25.0,25.0,15.0,14.0,4,5,5,4,5,4.6,5,4,3,4,4.0,0,0,1,-0.0841
111,2,Reputational,4,10,3,6,3,4,25,1,1,0,0,0,1,0,5,5,5,4,4,4.6,2,2,1,1,1,1.4,4,4,4,4,4,4.0,2,3,3,4,3,3.0,5,4,4,4,4.25,4,3,4,4,3.75,4,3,3,3,3.25,4,7,4,18.0,27.0,24.0,10.0,21.0,5,6,5,5,5,5.2,3,3,4,4,3.5,0,1,0,0.5211
112,3,Market,3,5,5,5,2,4,26,1,5,0,0,0,0,1,4,4,4,5,5,4.4,4,4,3,3,2,3.2,3,3,4,2,3,3.0,5,4,5,4,4,4.4,5,5,6,5,5.25,4,4,3,4,3.75,4,4,4,4,4.0,5,5,5,28.0,21.0,17.0,11.0,23.0,7,7,7,6,7,6.8,7,7,6,6,6.5,0,0,1,2.1349
113,2,Reputational,3,2,6,6,3,3,15,1,1,0,0,0,0,1,6,7,6,6,6,6.2,4,3,4,4,4,3.8,4,2,2,3,3,2.8,6,6,5,6,6,5.8,5,5,6,4,5.0,4,4,4,5,4.25,3,3,2,3,2.75,5,5,4,19.0,16.0,22.0,9.0,34.0,4,4,5,5,5,4.6,5,5,5,5,5.0,0,1,0,-0.0841
114,0,Control,4,3,4,3,4,2,58,4,1,0,0,1,0,1,4,4,4,4,4,4.0,4,2,2,2,4,2.8,5,4,5,5,4,4.6,5,5,5,4,5,4.8,6,6,7,6,6.25,3,3,3,3,3.0,4,4,5,4,4.25,5,5,2,22.0,26.0,30.0,9.0,13.0,5,4,4,4,4,4.2,4,3,3,4,3.5,0,0,0,-0.4875
115,1,Regulatory,1,3,5,7,3,2,18,1,2,1,1,0,0,1,5,5,4,5,5,4.8,3,3,4,2,3,3.0,4,4,3,4,4,3.8,5,5,5,5,5,5.0,7,6,7,7,6.75,5,5,4,6,5.0,4,4,3,6,4.25,5,6,3,24.0,21.0,23.0,8.0,24.0,4,4,4,4,2,3.6,5,4,3,4,4.0,1,0,0,-1.0927
116,0,Control,6,4,7,1,4,3,39,1,1,1,0,0,0,0,4,5,4,4,4,4.2,4,5,5,4,4,4.4,2,1,2,3,2,2.0,6,6,5,6,5,5.6,7,7,7,5,6.5,3,4,3,3,3.25,3,3,3,4,3.25,4,5,5,24.0,35.0,22.0,7.0,12.0,5,4,5,4,5,4.6,3,3,4,4,3.5,0,0,0,-0.0841
117,1,Regulatory,5,6,4,5,2,3,17,4,4,0,0,0,0,0,3,3,3,4,4,3.4,3,3,4,2,3,3.0,1,1,2,1,1,1.2,7,7,7,7,7,7.0,5,5,5,4,4.75,5,5,4,5,4.75,4,5,5,3,4.25,6,4,6,26.0,21.0,19.0,13.0,21.0,5,5,5,5,6,5.2,7,7,6,7,6.75,1,0,0,0.5211
118,3,Market,6,6,5,2,2,3,34,1,3,1,1,0,0,1,3,3,3,3,4,3.2,3,3,3,3,3,3.0,6,4,5,5,6,5.2,3,3,4,3,2,3.0,6,5,5,5,5.25,4,3,4,4,3.75,2,2,2,3,2.25,4,5,6,14.0,24.0,27.0,7.0,28.0,5,4,5,5,5,4.8,6,6,6,5,5.75,0,0,1,0.1177
119,0,Control,5,1,6,6,5,2,4,4,1,0,1,1,0,1,5,5,5,5,5,5.0,3,5,4,4,3,3.8,3,4,3,3,3,3.2,4,4,3,3,3,3.4,6,6,7,6,6.25,5,5,5,5,5.0,3,4,3,3,3.25,4,4,3,24.0,28.0,28.0,11.0,9.0,3,3,3,3,3,3.0,4,3,4,4,3.75,0,0,0,-1.6979
120,2,Reputational,4,4,5,2,4,4,39,4,1,0,0,0,0,1,3,4,4,4,3,3.6,4,3,2,4,3,3.2,4,4,5,4,6,4.6,6,6,6,5,6,5.8,4,4,4,4,4.0,3,3,4,3,3.25,5,5,5,5,5.0,5,6,4,29.0,28.0,21.0,8.0,14.0,5,5,6,5,6,5.4,6,6,6,6,6.0,0,1,0,0.7229
121,1,Regulatory,6,6,5,7,5,2,4,1,3,0,0,1,0,1,5,5,5,5,4,4.8,4,4,4,5,4,4.2,5,6,4,5,5,5.0,4,3,4,4,4,3.8,6,5,5,5,5.25,2,1,1,1,1.25,3,2,2,3,2.5,6,5,4,15.0,23.0,25.0,8.0,29.0,6,5,6,7,5,5.8,6,6,7,7,6.5,1,0,0,1.1263
122,3,Market,3,12,4,5,4,3,72,2,2,0,0,0,0,1,3,4,3,3,4,3.4,2,2,2,3,2,2.2,6,5,4,5,5,5.0,3,4,4,3,3,3.4,5,6,4,5,5.0,5,5,5,5,5.0,4,3,5,5,4.25,6,4,6,22.0,15.0,30.0,11.0,22.0,4,3,5,3,4,3.8,6,5,5,5,5.25,0,0,1,-0.891
123,3,Market,3,10,4,2,5,2,8,5,3,0,1,0,0,1,5,7,7,6,6,6.2,5,5,3,4,4,4.2,3,1,3,1,2,2.0,5,4,4,4,3,4.0,4,4,4,4,4.0,5,6,4,5,5.0,5,4,6,5,5.0,5,5,7,24.0,15.0,23.0,5.0,33.0,4,4,4,3,3,3.6,4,4,4,4,4.0,0,0,1,-1.0927
124,2,Reputational,2,2,5,3,4,3,21,2,3,0,0,0,0,0,3,3,4,4,3,3.4,2,3,3,3,2,2.6,4,4,3,3,3,3.4,4,4,4,5,4,4.2,5,5,6,6,5.5,3,4,4,4,3.75,4,3,3,3,3.25,4,7,2,31.0,17.0,18.0,14.0,20.0,4,4,5,5,4,4.4,3,3,4,3,3.25,0,1,0,-0.2858
125,1,Regulatory,3,5,5,1,3,1,18,1,3,0,1,1,0,1,3,3,3,2,3,2.8,3,3,3,3,2,2.8,4,4,4,3,4,3.8,7,7,7,7,7,7.0,4,3,4,4,3.75,3,4,3,3,3.25,5,4,5,6,5.0,6,4,4,22.0,25.0,24.0,9.0,20.0,5,5,4,4,5,4.6,6,6,5,6,5.75,1,0,0,-0.0841
126,0,Control,2,3,5,6,2,4,20,1,1,0,0,0,0,1,5,4,4,5,4,4.4,6,5,4,4,4,4.6,2,1,2,2,3,2.0,5,5,5,5,5,5.0,4,5,5,5,4.75,4,4,3,3,3.5,5,4,5,4,4.5,5,4,4,27.0,25.0,24.0,11.0,13.0,5,5,5,5,4,4.8,5,4,5,4,4.5,0,0,0,0.1177
127,1,Regulatory,5,12,5,1,2,2,50,4,3,0,0,0,0,1,5,6,6,6,6,5.8,3,3,3,3,3,3.0,4,4,4,4,3,3.8,4,5,5,4,5,4.6,6,6,7,6,6.25,4,5,5,5,4.75,4,3,2,3,3.0,6,5,4,37.0,24.0,18.0,4.0,17.0,6,5,5,6,5,5.4,6,5,5,6,5.5,1,0,0,0.7229
128,0,Control,2,5,7,6,2,2,19,1,2,0,1,0,0,1,5,5,5,5,5,5.0,4,4,4,4,4,4.0,2,3,3,3,2,2.6,4,6,5,6,5,5.2,5,5,6,6,5.5,4,4,4,6,4.5,5,4,5,6,5.0,4,6,3,31.0,27.0,27.0,6.0,9.0,6,6,5,5,6,5.6,5,4,5,4,4.5,0,0,0,0.9246
129,0,Control,1,5,6,2,3,3,27,1,3,0,1,0,0,1,3,4,4,3,5,3.8,4,4,4,3,4,3.8,5,4,5,5,5,4.8,6,5,6,6,6,5.8,4,5,4,4,4.25,4,4,3,3,3.5,3,3,3,3,3.0,4,4,4,32.0,22.0,26.0,10.0,10.0,5,3,4,4,3,3.8,4,4,4,4,4.0,0,0,0,-0.891
130,3,Market,4,7,5,3,4,2,10,3,4,1,1,1,0,1,6,6,6,6,6,6.0,3,4,3,4,3,3.4,2,2,3,2,2,2.2,3,4,4,3,4,3.6,5,5,6,5,5.25,5,5,4,5,4.75,6,5,5,5,5.25,4,3,6,30.0,12.0,33.0,9.0,16.0,5,3,4,4,4,4.0,3,4,5,3,3.75,0,0,1,-0.6892
131,3,Market,1,11,4,2,3,3,34,5,4,0,0,1,1,0,2,3,3,3,2,2.6,2,2,3,3,3,2.6,4,4,3,4,3,3.6,5,5,6,6,5,5.4,4,4,4,4,4.0,6,5,6,6,5.75,4,4,4,4,4.0,4,5,4,19.0,25.0,20.0,11.0,25.0,5,5,5,5,5,5.0,6,6,7,6,6.25,0,0,1,0.3194
132,0,Control,5,2,2,6,3,3,35,1,2,0,0,0,0,1,5,5,4,5,4,4.6,5,5,4,5,5,4.8,4,4,3,3,3,3.4,6,7,6,6,7,6.4,4,3,3,3,3.25,3,2,3,2,2.5,4,6,5,5,5.0,5,4,2,25.0,25.0,33.0,8.0,9.0,5,5,5,5,6,5.2,5,5,5,5,5.0,0,0,0,0.5211
133,2,Reputational,4,8,6,6,1,2,66,1,5,0,0,0,0,0,3,4,3,4,4,3.6,3,3,4,3,4,3.4,3,4,5,3,3,3.6,4,3,3,4,4,3.6,3,3,3,3,3.0,4,3,2,3,3.0,2,3,2,2,2.25,5,4,5,26.0,27.0,22.0,10.0,15.0,5,4,4,4,5,4.4,3,5,4,4,4.0,0,1,0,-0.2858
134,3,Market,5,8,6,6,6,5,13,4,4,0,0,0,0,1,6,7,6,5,6,6.0,6,5,5,5,4,5.0,4,4,4,4,3,3.8,5,4,4,4,5,4.4,6,5,5,5,5.25,4,5,5,5,4.75,4,4,3,4,3.75,5,6,5,19.0,27.0,27.0,7.0,20.0,4,6,5,6,5,5.2,4,4,5,4,4.25,0,0,1,0.5211
135,0,Control,5,5,5,6,6,4,69,6,2,1,1,1,0,1,4,4,4,4,3,3.8,5,4,5,4,4,4.4,5,4,6,5,5,5.0,6,5,6,6,5,5.6,5,5,4,5,4.75,2,1,2,2,1.75,2,2,1,2,1.75,4,5,3,25.0,30.0,27.0,8.0,10.0,2,2,1,3,2,2.0,4,5,4,4,4.25,0,0,0,-2.7065
136,1,Regulatory,2,3,4,3,4,1,9,5,2,1,1,0,0,0,4,4,4,4,4,4.0,5,4,4,5,5,4.6,3,3,3,3,3,3.0,6,6,6,6,5,5.8,5,4,5,6,5.0,3,4,5,4,4.0,5,6,6,6,5.75,5,5,5,18.0,23.0,22.0,11.0,26.0,5,4,5,4,4,4.4,6,5,5,5,5.25,1,0,0,-0.2858
137,0,Control,3,4,5,3,1,4,33,1,1,1,0,0,0,0,5,5,5,5,5,5.0,3,1,2,1,3,2.0,3,3,4,4,4,3.6,5,6,6,5,5,5.4,4,3,4,4,3.75,4,4,4,4,4.0,5,5,5,5,5.0,4,4,5,26.0,26.0,23.0,13.0,12.0,3,3,3,4,3,3.2,3,4,4,4,3.75,0,0,0,-1.4961
138,2,Reputational,5,4,6,2,4,3,10,5,3,0,0,1,0,0,4,3,4,3,3,3.4,3,3,3,2,2,2.6,3,2,3,2,2,2.4,3,3,3,3,3,3.0,3,2,3,2,2.5,4,4,4,4,4.0,5,5,4,4,4.5,4,6,4,24.0,24.0,21.0,16.0,15.0,6,6,6,6,6,6.0,5,4,4,5,4.5,0,1,0,1.328
